"job_id","company_name","job_title_short","job_title","yearly_salary","skills"
1008448,"MSP Staffing  LTD","Senior Data Scientist","Senior Data Scientist","890000.0","gitlab"
551617,"ReServe","Data Scientist","Geographic Information Systems Analyst - GIS Analyst","585000.0","excel"
40145,"Selby Jennings","Data Scientist","Staff Data Scientist/Quant Researcher","550000.0","sql"
40145,"Selby Jennings","Data Scientist","Staff Data Scientist/Quant Researcher","550000.0","python"
223758,"Durlston Partners","Data Engineer","Hybrid - Data Engineer - Up to $600k","525000.0","python"
223758,"Durlston Partners","Data Engineer","Hybrid - Data Engineer - Up to $600k","525000.0","c++"
1714768,"Selby Jennings","Data Scientist","Staff Data Scientist - Business Analytics","525000.0","sql"
1495652,"WhatsApp","Senior Data Scientist","VP Data Science & Research","463500.0","go"
46439,"Braintrust","Data Scientist","Data Scientist (with Marketing Data Science experience)","456000.0","c"
46439,"Braintrust","Data Scientist","Data Scientist (with Marketing Data Science experience)","456000.0","looker"
1300865,"Netflix","Data Scientist","Data Scientist (L5) - Messaging","450000.0","sql"
1300865,"Netflix","Data Scientist","Data Scientist (L5) - Messaging","450000.0","python"
1300865,"Netflix","Data Scientist","Data Scientist (L5) - Messaging","450000.0","r"
1300865,"Netflix","Data Scientist","Data Scientist (L5) - Messaging","450000.0","spark"
1300865,"Netflix","Data Scientist","Data Scientist (L5) - Messaging","450000.0","excel"
730717,"Netflix","Data Engineer","Data Engineer (L4) - Games","450000.0","sql"
730717,"Netflix","Data Engineer","Data Engineer (L4) - Games","450000.0","python"
730717,"Netflix","Data Engineer","Data Engineer (L4) - Games","450000.0","scala"
730717,"Netflix","Data Engineer","Data Engineer (L4) - Games","450000.0","java"
730717,"Netflix","Data Engineer","Data Engineer (L4) - Games","450000.0","aws"
730717,"Netflix","Data Engineer","Data Engineer (L4) - Games","450000.0","spark"
730717,"Netflix","Data Engineer","Data Engineer (L4) - Games","450000.0","excel"
1455311,"Netflix","Data Scientist","Data Scientist (L5) - Member Product","450000.0","sql"
1455311,"Netflix","Data Scientist","Data Scientist (L5) - Member Product","450000.0","python"
1455311,"Netflix","Data Scientist","Data Scientist (L5) - Member Product","450000.0","r"
13646,"Durlston Partners","Data Engineer","Hybrid - Data Engineer","425000.0","python"
1246179,"Winston Fox","Senior Data Engineer","Senior Data Engineer, Security Master","425000.0","sql"
1246179,"Winston Fox","Senior Data Engineer","Senior Data Engineer, Security Master","425000.0","python"
1246179,"Winston Fox","Senior Data Engineer","Senior Data Engineer, Security Master","425000.0","scala"
1246179,"Winston Fox","Senior Data Engineer","Senior Data Engineer, Security Master","425000.0","java"
1246179,"Winston Fox","Senior Data Engineer","Senior Data Engineer, Security Master","425000.0","c#"
1246179,"Winston Fox","Senior Data Engineer","Senior Data Engineer, Security Master","425000.0","snowflake"
1246179,"Winston Fox","Senior Data Engineer","Senior Data Engineer, Security Master","425000.0","spark"
1246179,"Winston Fox","Senior Data Engineer","Senior Data Engineer, Security Master","425000.0","kafka"
1246179,"Winston Fox","Senior Data Engineer","Senior Data Engineer, Security Master","425000.0","kubernetes"
1246179,"Winston Fox","Senior Data Engineer","Senior Data Engineer, Security Master","425000.0","docker"
209315,"ЛАНИТ","Data Analyst","Data base administrator","400000.0","oracle"
209315,"ЛАНИТ","Data Analyst","Data base administrator","400000.0","kafka"
209315,"ЛАНИТ","Data Analyst","Data base administrator","400000.0","linux"
209315,"ЛАНИТ","Data Analyst","Data base administrator","400000.0","git"
209315,"ЛАНИТ","Data Analyst","Data base administrator","400000.0","svn"
831052,"Durlston Partners","Data Engineer","Hybrid - Data Engineer - Up to $500k","400000.0","python"
229926,"Greenfield Source","Data Engineer","Data Engineer","390000.0","python"
229926,"Greenfield Source","Data Engineer","Data Engineer","390000.0","go"
229926,"Greenfield Source","Data Engineer","Data Engineer","390000.0","linux"
229926,"Greenfield Source","Data Engineer","Data Engineer","390000.0","excel"
648429,"Roblox","Business Analyst","Principal Economist / Scientist","387460.0","sql"
648429,"Roblox","Business Analyst","Principal Economist / Scientist","387460.0","python"
648429,"Roblox","Business Analyst","Principal Economist / Scientist","387460.0","r"
648429,"Roblox","Business Analyst","Principal Economist / Scientist","387460.0","go"
648429,"Roblox","Business Analyst","Principal Economist / Scientist","387460.0","spark"
648429,"Roblox","Business Analyst","Principal Economist / Scientist","387460.0","airflow"
648429,"Roblox","Business Analyst","Principal Economist / Scientist","387460.0","hadoop"
229253,"Torc Robotics","Data Analyst","Director of Safety Data Analysis","375000.0","sql"
229253,"Torc Robotics","Data Analyst","Director of Safety Data Analysis","375000.0","python"
229253,"Torc Robotics","Data Analyst","Director of Safety Data Analysis","375000.0","r"
229253,"Torc Robotics","Data Analyst","Director of Safety Data Analysis","375000.0","sas"
229253,"Torc Robotics","Data Analyst","Director of Safety Data Analysis","375000.0","matlab"
229253,"Torc Robotics","Data Analyst","Director of Safety Data Analysis","375000.0","spark"
229253,"Torc Robotics","Data Analyst","Director of Safety Data Analysis","375000.0","airflow"
229253,"Torc Robotics","Data Analyst","Director of Safety Data Analysis","375000.0","excel"
229253,"Torc Robotics","Data Analyst","Director of Safety Data Analysis","375000.0","tableau"
229253,"Torc Robotics","Data Analyst","Director of Safety Data Analysis","375000.0","power bi"
229253,"Torc Robotics","Data Analyst","Director of Safety Data Analysis","375000.0","sas"
161585,"Algo Capital Group","Data Engineer","Data Engineer","375000.0","sql"
161585,"Algo Capital Group","Data Engineer","Data Engineer","375000.0","python"
161585,"Algo Capital Group","Data Engineer","Data Engineer","375000.0","mongodb"
161585,"Algo Capital Group","Data Engineer","Data Engineer","375000.0","mongodb"
161585,"Algo Capital Group","Data Engineer","Data Engineer","375000.0","kafka"
161585,"Algo Capital Group","Data Engineer","Data Engineer","375000.0","linux"
161585,"Algo Capital Group","Data Engineer","Data Engineer","375000.0","kubernetes"
161585,"Algo Capital Group","Data Engineer","Data Engineer","375000.0","docker"
869475,"Algo Capital Group","Senior Data Scientist","Senior Data Scientist","375000.0","sql"
869475,"Algo Capital Group","Senior Data Scientist","Senior Data Scientist","375000.0","python"
869475,"Algo Capital Group","Senior Data Scientist","Senior Data Scientist","375000.0","c++"
869475,"Algo Capital Group","Senior Data Scientist","Senior Data Scientist","375000.0","cassandra"
869475,"Algo Capital Group","Senior Data Scientist","Senior Data Scientist","375000.0","spark"
869475,"Algo Capital Group","Senior Data Scientist","Senior Data Scientist","375000.0","hadoop"
869475,"Algo Capital Group","Senior Data Scientist","Senior Data Scientist","375000.0","tableau"
1584010,"Lennar Corporation","Data Engineer","Director of Data Engineering","375000.0","tableau"
1584010,"Lennar Corporation","Data Engineer","Director of Data Engineering","375000.0","looker"
114755,"Algo Capital Group","Data Engineer","Data Engineer","375000.0","python"
114755,"Algo Capital Group","Data Engineer","Data Engineer","375000.0","java"
114755,"Algo Capital Group","Data Engineer","Data Engineer","375000.0","aws"
114755,"Algo Capital Group","Data Engineer","Data Engineer","375000.0","airflow"
114755,"Algo Capital Group","Data Engineer","Data Engineer","375000.0","linux"
114755,"Algo Capital Group","Data Engineer","Data Engineer","375000.0","docker"
914534,"Linquest Corporation","Data Scientist","Data Scientist","375000.0","python"
914534,"Linquest Corporation","Data Scientist","Data Scientist","375000.0","r"
914534,"Linquest Corporation","Data Scientist","Data Scientist","375000.0","vba"
914534,"Linquest Corporation","Data Scientist","Data Scientist","375000.0","excel"
914534,"Linquest Corporation","Data Scientist","Data Scientist","375000.0","tableau"
17665,"Algo Capital Group","Data Engineer","Data Engineer","375000.0","sql"
17665,"Algo Capital Group","Data Engineer","Data Engineer","375000.0","python"
17665,"Algo Capital Group","Data Engineer","Data Engineer","375000.0","mongodb"
17665,"Algo Capital Group","Data Engineer","Data Engineer","375000.0","mongodb"
17665,"Algo Capital Group","Data Engineer","Data Engineer","375000.0","kafka"
17665,"Algo Capital Group","Data Engineer","Data Engineer","375000.0","linux"
17665,"Algo Capital Group","Data Engineer","Data Engineer","375000.0","kubernetes"
17665,"Algo Capital Group","Data Engineer","Data Engineer","375000.0","docker"
527981,"Ripple","Data Engineer","Director of Engineering, Data Platform","375000.0","databricks"
527981,"Ripple","Data Engineer","Director of Engineering, Data Platform","375000.0","bigquery"
527981,"Ripple","Data Engineer","Director of Engineering, Data Platform","375000.0","redshift"
948291,"General Dynamics","Senior Data Analyst","Sr. Oracle Database Analyst","375000.0","sql"
948291,"General Dynamics","Senior Data Analyst","Sr. Oracle Database Analyst","375000.0","mysql"
948291,"General Dynamics","Senior Data Analyst","Sr. Oracle Database Analyst","375000.0","postgresql"
948291,"General Dynamics","Senior Data Analyst","Sr. Oracle Database Analyst","375000.0","sql server"
948291,"General Dynamics","Senior Data Analyst","Sr. Oracle Database Analyst","375000.0","vmware"
948291,"General Dynamics","Senior Data Analyst","Sr. Oracle Database Analyst","375000.0","oracle"
376153,"Chenega Corporation","Data Engineer","Data Engineer","375000.0","excel"
108936,"The Bank of New York Mellon Corporation","Senior Data Engineer","Senior Data Engineer - VP","375000.0","power bi"
108936,"The Bank of New York Mellon Corporation","Senior Data Engineer","Senior Data Engineer - VP","375000.0","dax"
1711713,"Deepcell","Senior Data Scientist","VP, Data Science & AI","375000.0","python"
1711713,"Deepcell","Senior Data Scientist","VP, Data Science & AI","375000.0","r"
1697284,"Freeman","Senior Data Scientist","Director Data & Analytics","375000.0","azure"
1697284,"Freeman","Senior Data Scientist","Director Data & Analytics","375000.0","aws"
1697284,"Freeman","Senior Data Scientist","Director Data & Analytics","375000.0","spark"
1697284,"Freeman","Senior Data Scientist","Director Data & Analytics","375000.0","kafka"
927792,"Big Lots","Data Scientist","Director, Data Science & Customer Analytics","375000.0","sql"
927792,"Big Lots","Data Scientist","Director, Data Science & Customer Analytics","375000.0","python"
927792,"Big Lots","Data Scientist","Director, Data Science & Customer Analytics","375000.0","snowflake"
89582,"TD Bank","Data Engineer","VP, Data Engineer Epoch","375000.0","sql"
89582,"TD Bank","Data Engineer","VP, Data Engineer Epoch","375000.0","python"
89582,"TD Bank","Data Engineer","VP, Data Engineer Epoch","375000.0","nosql"
89582,"TD Bank","Data Engineer","VP, Data Engineer Epoch","375000.0","azure"
89582,"TD Bank","Data Engineer","VP, Data Engineer Epoch","375000.0","databricks"
89582,"TD Bank","Data Engineer","VP, Data Engineer Epoch","375000.0","spark"
89582,"TD Bank","Data Engineer","VP, Data Engineer Epoch","375000.0","pyspark"
89582,"TD Bank","Data Engineer","VP, Data Engineer Epoch","375000.0","kafka"
89582,"TD Bank","Data Engineer","VP, Data Engineer Epoch","375000.0","git"
89582,"TD Bank","Data Engineer","VP, Data Engineer Epoch","375000.0","flow"
1110602,"Illuminate Mission Solutions","Data Analyst","HC Data Analyst , Senior","375000.0","python"
1110602,"Illuminate Mission Solutions","Data Analyst","HC Data Analyst , Senior","375000.0","r"
1110602,"Illuminate Mission Solutions","Data Analyst","HC Data Analyst , Senior","375000.0","vba"
1110602,"Illuminate Mission Solutions","Data Analyst","HC Data Analyst , Senior","375000.0","excel"
1110602,"Illuminate Mission Solutions","Data Analyst","HC Data Analyst , Senior","375000.0","tableau"
333225,"Medtronic","Senior Data Scientist","Sr AI/Data Science Director-Gastrointestinal","375000.0","python"
333225,"Medtronic","Senior Data Scientist","Sr AI/Data Science Director-Gastrointestinal","375000.0","java"
130119,"Long Ridge Partners","Data Engineer","Lead Macro Data Engineer","375000.0","sql"
130119,"Long Ridge Partners","Data Engineer","Lead Macro Data Engineer","375000.0","python"
130119,"Long Ridge Partners","Data Engineer","Lead Macro Data Engineer","375000.0","c++"
130119,"Long Ridge Partners","Data Engineer","Lead Macro Data Engineer","375000.0","postgresql"
130119,"Long Ridge Partners","Data Engineer","Lead Macro Data Engineer","375000.0","sql server"
130119,"Long Ridge Partners","Data Engineer","Lead Macro Data Engineer","375000.0","aws"
130119,"Long Ridge Partners","Data Engineer","Lead Macro Data Engineer","375000.0","redshift"
130119,"Long Ridge Partners","Data Engineer","Lead Macro Data Engineer","375000.0","unix"
130119,"Long Ridge Partners","Data Engineer","Lead Macro Data Engineer","375000.0","linux"
130119,"Long Ridge Partners","Data Engineer","Lead Macro Data Engineer","375000.0","splunk"
130119,"Long Ridge Partners","Data Engineer","Lead Macro Data Engineer","375000.0","jenkins"
130119,"Long Ridge Partners","Data Engineer","Lead Macro Data Engineer","375000.0","kubernetes"
130119,"Long Ridge Partners","Data Engineer","Lead Macro Data Engineer","375000.0","docker"
1156062,"GM Financial","Data Scientist","VP Data Science","375000.0","python"
1156062,"GM Financial","Data Scientist","VP Data Science","375000.0","r"
1156062,"GM Financial","Data Scientist","VP Data Science","375000.0","sas"
1156062,"GM Financial","Data Scientist","VP Data Science","375000.0","sas"
1630572,"Lands End","Data Scientist","Director of Data Science (Hybrid)","375000.0","python"
1630572,"Lands End","Data Scientist","Director of Data Science (Hybrid)","375000.0","c"
1630572,"Lands End","Data Scientist","Director of Data Science (Hybrid)","375000.0","aws"
1630572,"Lands End","Data Scientist","Director of Data Science (Hybrid)","375000.0","pyspark"
1630572,"Lands End","Data Scientist","Director of Data Science (Hybrid)","375000.0","unity"
527551,"Linquest Corporation","Data Scientist","Data Scientist","375000.0","sql"
527551,"Linquest Corporation","Data Scientist","Data Scientist","375000.0","python"
527551,"Linquest Corporation","Data Scientist","Data Scientist","375000.0","r"
527551,"Linquest Corporation","Data Scientist","Data Scientist","375000.0","neo4j"
527551,"Linquest Corporation","Data Scientist","Data Scientist","375000.0","databricks"
527551,"Linquest Corporation","Data Scientist","Data Scientist","375000.0","pyspark"
527551,"Linquest Corporation","Data Scientist","Data Scientist","375000.0","rshiny"
527551,"Linquest Corporation","Data Scientist","Data Scientist","375000.0","tableau"
527551,"Linquest Corporation","Data Scientist","Data Scientist","375000.0","qlik"
717772,"Oncology Analytics","Senior Data Scientist","Senior Director of Data Analytics Innovation","375000.0","spring"
661887,"Algo Capital Group","Senior Data Scientist","Senior Data Scientist","375000.0","sql"
661887,"Algo Capital Group","Senior Data Scientist","Senior Data Scientist","375000.0","python"
661887,"Algo Capital Group","Senior Data Scientist","Senior Data Scientist","375000.0","cassandra"
661887,"Algo Capital Group","Senior Data Scientist","Senior Data Scientist","375000.0","spark"
661887,"Algo Capital Group","Senior Data Scientist","Senior Data Scientist","375000.0","hadoop"
661887,"Algo Capital Group","Senior Data Scientist","Senior Data Scientist","375000.0","tableau"
1131472,"Algo Capital Group","Data Scientist","Data Scientist","375000.0","sql"
1131472,"Algo Capital Group","Data Scientist","Data Scientist","375000.0","python"
1131472,"Algo Capital Group","Data Scientist","Data Scientist","375000.0","java"
1131472,"Algo Capital Group","Data Scientist","Data Scientist","375000.0","cassandra"
1131472,"Algo Capital Group","Data Scientist","Data Scientist","375000.0","spark"
1131472,"Algo Capital Group","Data Scientist","Data Scientist","375000.0","hadoop"
1131472,"Algo Capital Group","Data Scientist","Data Scientist","375000.0","tableau"
1100370,"Asana","Data Scientist","Data Science Director, Adoption & Enterprise","375000.0","python"
1100370,"Asana","Data Scientist","Data Science Director, Adoption & Enterprise","375000.0","scala"
1100370,"Asana","Data Scientist","Data Science Director, Adoption & Enterprise","375000.0","r"
1100370,"Asana","Data Scientist","Data Science Director, Adoption & Enterprise","375000.0","asana"
1021477,"Noblis","Senior Data Scientist","Senior Data Scientist","375000.0","python"
1021477,"Noblis","Senior Data Scientist","Senior Data Scientist","375000.0","scala"
1021477,"Noblis","Senior Data Scientist","Senior Data Scientist","375000.0","java"
1021477,"Noblis","Senior Data Scientist","Senior Data Scientist","375000.0","r"
1021477,"Noblis","Senior Data Scientist","Senior Data Scientist","375000.0","neo4j"
1021477,"Noblis","Senior Data Scientist","Senior Data Scientist","375000.0","aws"
1021477,"Noblis","Senior Data Scientist","Senior Data Scientist","375000.0","spark"
1021477,"Noblis","Senior Data Scientist","Senior Data Scientist","375000.0","hadoop"
1021477,"Noblis","Senior Data Scientist","Senior Data Scientist","375000.0","splunk"
1260290,"YETI Coolers","Data Scientist","Director, Data Science & Advanced Analytics","375000.0","python"
1260290,"YETI Coolers","Data Scientist","Director, Data Science & Advanced Analytics","375000.0","r"
1260290,"YETI Coolers","Data Scientist","Director, Data Science & Advanced Analytics","375000.0","aws"
1260290,"YETI Coolers","Data Scientist","Director, Data Science & Advanced Analytics","375000.0","pyspark"
1260290,"YETI Coolers","Data Scientist","Director, Data Science & Advanced Analytics","375000.0","hadoop"
1260290,"YETI Coolers","Data Scientist","Director, Data Science & Advanced Analytics","375000.0","tableau"
505276,"Rippling","Data Scientist","Director of Data Science","375000.0","sql"
505276,"Rippling","Data Scientist","Director of Data Science","375000.0","python"
505276,"Rippling","Data Scientist","Director of Data Science","375000.0","r"
505276,"Rippling","Data Scientist","Director of Data Science","375000.0","tableau"
505276,"Rippling","Data Scientist","Director of Data Science","375000.0","slack"
505276,"Rippling","Data Scientist","Director of Data Science","375000.0","zoom"
1167238,"Tinder, Inc.","Senior Data Analyst","Senior Director, Data","375000.0","go"
627602,"Algo Capital Group","Senior Data Scientist","Senior Data Scientist","375000.0","sql"
627602,"Algo Capital Group","Senior Data Scientist","Senior Data Scientist","375000.0","python"
627602,"Algo Capital Group","Senior Data Scientist","Senior Data Scientist","375000.0","java"
627602,"Algo Capital Group","Senior Data Scientist","Senior Data Scientist","375000.0","c++"
627602,"Algo Capital Group","Senior Data Scientist","Senior Data Scientist","375000.0","cassandra"
627602,"Algo Capital Group","Senior Data Scientist","Senior Data Scientist","375000.0","spark"
627602,"Algo Capital Group","Senior Data Scientist","Senior Data Scientist","375000.0","hadoop"
627602,"Algo Capital Group","Senior Data Scientist","Senior Data Scientist","375000.0","tableau"
353972,"Capital One Financial Corporation","Data Engineer","Distinguished Data Engineer, Enterprise Data Platforms - Data Creation","375000.0","python"
353972,"Capital One Financial Corporation","Data Engineer","Distinguished Data Engineer, Enterprise Data Platforms - Data Creation","375000.0","scala"
353972,"Capital One Financial Corporation","Data Engineer","Distinguished Data Engineer, Enterprise Data Platforms - Data Creation","375000.0","java"
353972,"Capital One Financial Corporation","Data Engineer","Distinguished Data Engineer, Enterprise Data Platforms - Data Creation","375000.0","aws"
353972,"Capital One Financial Corporation","Data Engineer","Distinguished Data Engineer, Enterprise Data Platforms - Data Creation","375000.0","node"
452344,"Linquest Corporation","Data Scientist","Data Scientist","375000.0","sql"
452344,"Linquest Corporation","Data Scientist","Data Scientist","375000.0","python"
452344,"Linquest Corporation","Data Scientist","Data Scientist","375000.0","r"
452344,"Linquest Corporation","Data Scientist","Data Scientist","375000.0","neo4j"
452344,"Linquest Corporation","Data Scientist","Data Scientist","375000.0","databricks"
452344,"Linquest Corporation","Data Scientist","Data Scientist","375000.0","pyspark"
452344,"Linquest Corporation","Data Scientist","Data Scientist","375000.0","rshiny"
452344,"Linquest Corporation","Data Scientist","Data Scientist","375000.0","tableau"
452344,"Linquest Corporation","Data Scientist","Data Scientist","375000.0","qlik"
529363,"Truist Financial","Data Scientist","Data Science Director – Audit","375000.0","sql"
529363,"Truist Financial","Data Scientist","Data Science Director – Audit","375000.0","python"
529363,"Truist Financial","Data Scientist","Data Science Director – Audit","375000.0","r"
529363,"Truist Financial","Data Scientist","Data Science Director – Audit","375000.0","sas"
529363,"Truist Financial","Data Scientist","Data Science Director – Audit","375000.0","db2"
529363,"Truist Financial","Data Scientist","Data Science Director – Audit","375000.0","oracle"
529363,"Truist Financial","Data Scientist","Data Science Director – Audit","375000.0","excel"
529363,"Truist Financial","Data Scientist","Data Science Director – Audit","375000.0","tableau"
529363,"Truist Financial","Data Scientist","Data Science Director – Audit","375000.0","sas"
529363,"Truist Financial","Data Scientist","Data Science Director – Audit","375000.0","word"
529363,"Truist Financial","Data Scientist","Data Science Director – Audit","375000.0","microstrategy"
529363,"Truist Financial","Data Scientist","Data Science Director – Audit","375000.0","powerpoint"
23655,"Bayer","Software Engineer","Sr Staff Data Engineer-Software Engineering","375000.0","sql"
23655,"Bayer","Software Engineer","Sr Staff Data Engineer-Software Engineering","375000.0","python"
23655,"Bayer","Software Engineer","Sr Staff Data Engineer-Software Engineering","375000.0","nosql"
23655,"Bayer","Software Engineer","Sr Staff Data Engineer-Software Engineering","375000.0","r"
23655,"Bayer","Software Engineer","Sr Staff Data Engineer-Software Engineering","375000.0","go"
23655,"Bayer","Software Engineer","Sr Staff Data Engineer-Software Engineering","375000.0","neo4j"
23655,"Bayer","Software Engineer","Sr Staff Data Engineer-Software Engineering","375000.0","cassandra"
23655,"Bayer","Software Engineer","Sr Staff Data Engineer-Software Engineering","375000.0","aws"
23655,"Bayer","Software Engineer","Sr Staff Data Engineer-Software Engineering","375000.0","kafka"
23655,"Bayer","Software Engineer","Sr Staff Data Engineer-Software Engineering","375000.0","react"
23655,"Bayer","Software Engineer","Sr Staff Data Engineer-Software Engineering","375000.0","sharepoint"
23655,"Bayer","Software Engineer","Sr Staff Data Engineer-Software Engineering","375000.0","github"
302464,"Algo Capital Group","Data Scientist","Data Scientist","375000.0","sql"
302464,"Algo Capital Group","Data Scientist","Data Scientist","375000.0","python"
302464,"Algo Capital Group","Data Scientist","Data Scientist","375000.0","c++"
302464,"Algo Capital Group","Data Scientist","Data Scientist","375000.0","cassandra"
302464,"Algo Capital Group","Data Scientist","Data Scientist","375000.0","spark"
302464,"Algo Capital Group","Data Scientist","Data Scientist","375000.0","hadoop"
302464,"Algo Capital Group","Data Scientist","Data Scientist","375000.0","tableau"
727439,"Blue Cross and Blue Shield of Minnesota","Data Scientist","Director Data Science","375000.0","sql"
727439,"Blue Cross and Blue Shield of Minnesota","Data Scientist","Director Data Science","375000.0","python"
727439,"Blue Cross and Blue Shield of Minnesota","Data Scientist","Director Data Science","375000.0","r"
727439,"Blue Cross and Blue Shield of Minnesota","Data Scientist","Director Data Science","375000.0","aws"
727439,"Blue Cross and Blue Shield of Minnesota","Data Scientist","Director Data Science","375000.0","spark"
1284983,"Meta","Data Scientist","Director Data Science, AI Infra","375000.0","sql"
1284983,"Meta","Data Scientist","Director Data Science, AI Infra","375000.0","python"
1284983,"Meta","Data Scientist","Director Data Science, AI Infra","375000.0","r"
1284983,"Meta","Data Scientist","Director Data Science, AI Infra","375000.0","sas"
1284983,"Meta","Data Scientist","Director Data Science, AI Infra","375000.0","sas"
641501,"Citigroup, Inc","Data Analyst","Head of Infrastructure Management & Data Analytics - Financial...","375000.0","excel"
641501,"Citigroup, Inc","Data Analyst","Head of Infrastructure Management & Data Analytics - Financial...","375000.0","word"
1015758,"Analog Devices, Inc","Data Scientist","Director, Data Scientist","375000.0","sql"
1015758,"Analog Devices, Inc","Data Scientist","Director, Data Scientist","375000.0","python"
1015758,"Analog Devices, Inc","Data Scientist","Director, Data Scientist","375000.0","go"
1015758,"Analog Devices, Inc","Data Scientist","Director, Data Scientist","375000.0","c++"
1015758,"Analog Devices, Inc","Data Scientist","Director, Data Scientist","375000.0","pandas"
1015758,"Analog Devices, Inc","Data Scientist","Director, Data Scientist","375000.0","numpy"
1015758,"Analog Devices, Inc","Data Scientist","Director, Data Scientist","375000.0","tensorflow"
1015758,"Analog Devices, Inc","Data Scientist","Director, Data Scientist","375000.0","pytorch"
1015758,"Analog Devices, Inc","Data Scientist","Director, Data Scientist","375000.0","scikit-learn"
1015758,"Analog Devices, Inc","Data Scientist","Director, Data Scientist","375000.0","linux"
647205,"TikTok","Data Scientist","Data Scientist Lead, Global Monetization Strategy & Analytics","361000.0","sql"
647205,"TikTok","Data Scientist","Data Scientist Lead, Global Monetization Strategy & Analytics","361000.0","python"
647205,"TikTok","Data Scientist","Data Scientist Lead, Global Monetization Strategy & Analytics","361000.0","r"
694031,"Umbrex","Data Scientist","Revenue Cycle Data Scientist","360000.0","python"
694031,"Umbrex","Data Scientist","Revenue Cycle Data Scientist","360000.0","r"
694031,"Umbrex","Data Scientist","Revenue Cycle Data Scientist","360000.0","sas"
694031,"Umbrex","Data Scientist","Revenue Cycle Data Scientist","360000.0","sas"
470044,"UBS","Data Scientist","Principal Data Scientist","350000.0","sql"
470044,"UBS","Data Scientist","Principal Data Scientist","350000.0","python"
470044,"UBS","Data Scientist","Principal Data Scientist","350000.0","azure"
470044,"UBS","Data Scientist","Principal Data Scientist","350000.0","spark"
470044,"UBS","Data Scientist","Principal Data Scientist","350000.0","excel"
1337924,"Meta","Data Scientist","Data Scientist, Machine Learning","350000.0","sql"
1337924,"Meta","Data Scientist","Data Scientist, Machine Learning","350000.0","python"
1337924,"Meta","Data Scientist","Data Scientist, Machine Learning","350000.0","r"
1337924,"Meta","Data Scientist","Data Scientist, Machine Learning","350000.0","spark"
1337924,"Meta","Data Scientist","Data Scientist, Machine Learning","350000.0","hadoop"
1087884,"Pinterest","Senior Data Scientist","Senior Manager, Data Science - Science and Machine Learning","350000.0","sql"
1087884,"Pinterest","Senior Data Scientist","Senior Manager, Data Science - Science and Machine Learning","350000.0","python"
1087884,"Pinterest","Senior Data Scientist","Senior Manager, Data Science - Science and Machine Learning","350000.0","r"
1087884,"Pinterest","Senior Data Scientist","Senior Manager, Data Science - Science and Machine Learning","350000.0","matlab"
1087884,"Pinterest","Senior Data Scientist","Senior Manager, Data Science - Science and Machine Learning","350000.0","spark"
989679,"The Home Depot","Data Engineer","Director-Data Engineer, Retail Media+","350000.0","tableau"
